"";"title";"artist";"artist_bio";"artist_birth_year";"artist_death_year";"num_artists";"n_female_artists";"n_male_artists";"artist_gender";"year_acquired";"year_created";"circumference_cm";"depth_cm";"diameter_cm";"height_cm";"length_cm";"width_cm";"seat_height_cm";"purchase";"gift";"exchange";"classification";"department"
"1280";"Current";"Bridget Riley";"(British, born 1931)";1931;NA;1;1;0;"Female";1964;1964;NA;NA;NA;148,1;NA;149,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1281";"Gas";"Edward Hopper";"(American, 1882-1967)";1882;1967;1;0;1;"Male";1943;1940;NA;NA;NA;66,7;NA;102,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1282";"Shrimp Fishermen";"Leonid (Leonid Berman)";"(American, born Russia. 1896-1976)";1896;1976;1;0;1;"Male";1943;1937;NA;NA;NA;54;NA;80,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1283";"Still Life #30";"Tom Wesselmann";"(American, 1931-2004)";1931;2004;1;0;1;"Male";1970;1963;NA;10;NA;122;NA;167,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1284";"Composition";"Serge Poliakoff";"(French, born Russia. 1906-1969)";1906;1969;1;0;1;"Male";1956;1956;NA;NA;NA;96,7;NA;130,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1285";"A-101";"Tadasky (Tadasuke Kuwayama)";"(American, born Japan 1935)";1935;NA;1;0;1;"Male";1964;1964;NA;NA;NA;132,1;NA;132,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1286";"Maternity";"Eugène Carrière";"(French, 1849-1906)";1849;1906;1;0;1;"Male";1942;1892;NA;NA;NA;95,9;NA;116,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1287";"Dynamism of a Soccer Player";"Umberto Boccioni";"(Italian, 1882-1916)";1882;1916;1;0;1;"Male";1967;1913;NA;NA;NA;193,2;NA;201;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1288";"Portrait of Mme Zamaron";"Suzanne Valadon";"(French, 1865-1938)";1865;1938;1;1;0;"Female";1964;1922;NA;NA;NA;81,5;NA;65,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1289";"Nude and Spectral Still Life";"Victor Brauner";"(Romanian, 1903-1966)";1903;1966;1;0;1;"Male";1967;1939;NA;NA;NA;91,7;NA;72,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1290";"The Olive Trees";"Vincent van Gogh";"(Dutch, 1853-1890)";1853;1890;1;0;1;"Male";1998;1889;NA;NA;NA;72,7;NA;91,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1291";"Lumia Suite, Op. 158";"Thomas Wilfred";"(American, born Denmark. 1889-1968)";1889;1968;1;0;1;"Male";1964;1963;NA;NA;NA;182,9;NA;243,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1292";"Talisman";"Victor Brauner";"(Romanian, 1903-1966)";1903;1966;1;0;1;"Male";1967;1943;NA;NA;NA;15,9;NA;27,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1293";"Study for ""Luxe, calme et volupté""";"Henri Matisse";"(French, 1869-1954)";1869;1954;1;0;1;"Male";1998;1904;NA;NA;NA;32,7;NA;40,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1294";"The New Forest";"Richard Eurich";"(British, 1903-1992)";1903;1992;1;0;1;"Male";1942;1939;NA;NA;NA;63,5;NA;76,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1295";"Illumined Pleasures";"Salvador Dalí";"(Spanish, 1904-1989)";1904;1989;1;0;1;"Male";1967;1929;NA;NA;NA;23,8;NA;34,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1296";"Setting Sun. Sardine Fishing. Adagio. Opus 221 from the series The Sea, The Boats, Concarneau";"Paul Signac";"(French, 1863-1935)";1863;1935;1;0;1;"Male";1998;1891;NA;NA;NA;65,1;NA;81;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1297";"Windows";"Robert Delaunay";"(French, 1885-1941)";1885;1941;1;0;1;"Male";1967;1912;NA;NA;NA;79,9;NA;70;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1298";"Turning Road at Montgeroult";"Paul Cézanne";"(French, 1839-1906)";1839;1906;1;0;1;"Male";1998;1898;NA;NA;NA;81,3;NA;65,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1299";"Self Portrait (Yo)";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1998;1901;NA;NA;NA;51,4;NA;31,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1300";"Exit from the Great Accolade";"Gianfranco Baruchello";"(Italian, born 1924)";1924;NA;1;0;1;"Male";1963;1963;NA;NA;NA;63,3;NA;62,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1301";"Simultaneous Counter-Composition";"Theo van Doesburg (Christian Emil Marie Küpper)";"(Dutch, 1883-1931)";1883;1931;1;0;1;"Male";1967;1929;NA;NA;NA;50,1;NA;49,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1302";"Landscape with Figure";"Benjamin Kopman";"(American, born Russia. 1887-1965)";1887;1965;1;0;1;"Male";1963;1963;NA;NA;NA;106,5;NA;126,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1303";"Flag Day";"William Doriani";"(American, 1891-?)";1891;NA;1;0;1;"Male";1967;1935;NA;NA;NA;31,1;NA;98;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1304";"Figure of Piety";"Alfred Manessier";"(French, 1911-1993)";1911;1993;1;0;1;"Male";1963;1944;NA;NA;NA;146,7;NA;97,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1305";"Jaffrey";"Tom Blackwell";"(American, born 1938)";1938;NA;1;0;1;"Male";1976;1976;NA;NA;NA;212,8;NA;187,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1306";"Portrait of Henri Michaux";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1967;1947;NA;NA;NA;130,7;NA;97,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1307";"Large Blackboard with Shelf";"Santiago Cárdenas";"(Colombian, born 1937)";1937;NA;1;0;1;"Male";1976;1975;NA;NA;NA;128,4;NA;240,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1308";"Mural Painting";"Joan Miró";"(Spanish, 1893-1983)";1893;1983;1;0;1;"Male";1963;1950;NA;NA;NA;188,8;NA;593,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1309";"Plywood with Roller Marks Number 2";"John Clem Clarke";"(American, born 1937)";1937;NA;1;0;1;"Male";1976;1974;NA;NA;NA;214;NA;152,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1310";"Musical Squash";"Maud Morgan";"(American, 1903-1999)";1903;1999;1;1;0;"Female";1942;1942;NA;NA;NA;40,3;NA;66,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1311";"Ruin by the Sea";"Lyonel Feininger";"(American, 1871-1956)";1871;1956;1;0;1;"Male";1966;1930;NA;NA;NA;68,4;NA;110;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1312";"Blue Short Circuit";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1967;1951;NA;NA;NA;117;NA;89,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1313";"Micrography";"Juan Genovés";"(Spanish, born 1930)";1930;NA;1;0;1;"Male";1966;1966;NA;NA;NA;25,6;NA;23,6;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1314";"Double Self-Portrait";"Richard Estes";"(American, born 1936)";1936;NA;1;0;1;"Male";1976;1976;NA;NA;NA;60,8;NA;91,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1315";"Hobbs' Tub Number 2";"Ron Kleemann";"(American, 1937-2014)";1937;2014;1;0;1;"Male";1976;1974;NA;NA;NA;106,7;NA;152,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1316";"Bauhaus Stairway";"Oskar Schlemmer";"(German, 1888-1943)";1888;1943;1;0;1;"Male";1942;1932;NA;NA;NA;162,3;NA;114,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1317";"Dancing Nymphs";"Louis Michel Eilshemius";"(American, 1864-1941)";1864;1941;1;0;1;"Male";1967;1914;NA;NA;NA;51;NA;51,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1318";"Nymph";"Louis Michel Eilshemius";"(American, 1864-1941)";1864;1941;1;0;1;"Male";1967;1914;NA;NA;NA;51;NA;50,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1319";"White Rope";"Richard Smith";"(British, 1931-2016)";1931;2016;1;0;1;"Male";1976;1973;NA;NA;NA;321,2;NA;146,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1320";"Pistol";"Roy Lichtenstein";"(American, 1923-1997)";1923;1997;1;0;1;"Male";1965;1964;NA;NA;NA;208,3;NA;124,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1321";"The Park";"Édouard Vuillard";"(French, 1868-1940)";1868;1940;1;0;1;"Male";1959;1894;NA;NA;NA;211,8;NA;159,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1322";"Eddie (Sylvie's brother) in the Desert (Variable Collage)";"Öyvind Fahlström";"(Swedish, born Brazil. 1928-1976)";1928;1976;1;0;1;"Male";1967;1966;NA;NA;NA;89,5;NA;128,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1323";"Annette";"Alberto Giacometti";"(Swiss, 1901-1966)";1901;1966;1;0;1;"Male";1967;1962;NA;NA;NA;92,3;NA;73,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1324";"Untitled 1964, New York";"Takeshi Kawashima";"(Japanese, born 1930)";1930;NA;1;0;1;"Male";1965;1964;NA;NA;NA;255,1;NA;203,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1325";"Two Women";"Fidelio Ponce De León";"(Cuban, 1896-1949)";1896;1949;1;0;1;"Male";1942;1934;NA;NA;NA;99,7;NA;100;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1326";"Composition on the Word ""Vie,"" 2";"Auguste Herbin";"(French, 1882-1960)";1882;1960;1;0;1;"Male";1967;1950;NA;NA;NA;145,8;NA;97,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1327";"Memory of a Voyage";"René Magritte";"(Belgian, 1898-1967)";1898;1967;1;0;1;"Male";1959;1955;NA;NA;NA;162,2;NA;130,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1328";"Angora Cat";"Morris Hirshfield";"(American, born Poland. 1872-1946)";1872;1946;1;0;1;"Male";1967;1937;NA;NA;NA;56,1;NA;69,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1329";"Lion";"Morris Hirshfield";"(American, born Poland. 1872-1946)";1872;1946;1;0;1;"Male";1969;1939;NA;NA;NA;71,5;NA;102;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1330";"Cafe Deutschland (Style War)";"Jörg Immendorff";"(German, 1945-2007)";1945;2007;1;0;1;"Male";1994;1980;NA;NA;NA;280;NA;350,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1331";"Standing Man with Stick";"Nathan Oliveira";"(American, 1928-2010)";1928;2010;1;0;1;"Male";1959;1959;NA;NA;NA;175,8953517907;NA;153,9878079756;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1332";"Untitled";"Shuji Mukai";"(Japanese, born 1939)";1939;NA;1;0;1;"Male";1965;1963;NA;NA;NA;183,6;NA;136,8;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1333";"Inseparable Friends";"Morris Hirshfield";"(American, born Poland. 1872-1946)";1872;1946;1;0;1;"Male";1967;1941;NA;NA;NA;152,6;NA;101,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1334";"Girl with Pigeons";"Morris Hirshfield";"(American, born Poland. 1872-1946)";1872;1946;1;0;1;"Male";1969;1942;NA;NA;NA;76,1;NA;101,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1335";"Cityscape";"Gerhard Richter";"(German, born 1932)";1932;NA;1;0;1;"Male";1994;1970;NA;NA;NA;199,4;NA;184,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1336";"Composition";"Joaquín Torres-García";"(Uruguayan, 1874-1949)";1874;1949;1;0;1;"Male";1942;1932;NA;NA;NA;71,8;NA;50,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1337";"The Synagogue";"Hyman Bloom";"(American, born Latvia. 1913-2009)";1913;2009;1;0;1;"Male";1943;1940;NA;NA;NA;165,7;NA;118,7;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"1338";"Parliamentary Buildings";"Morris Hirshfield";"(American, born Poland. 1872-1946)";1872;1946;1;0;1;"Male";1969;1946;NA;NA;NA;91,7;NA;71,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1339";"Columbus Making Ripples";"Miguel Angel Rios";"(Argentine, born 1943)";1943;NA;1;0;1;"Male";1994;1993;NA;3,8;NA;215,9;NA;275;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1340";"Burning Bush";"Milton Resnick";"(American, born Ukraine. 1917-2004)";1917;2004;1;0;1;"Male";1959;1959;NA;NA;NA;160;NA;121,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1341";"Untitled";"Atsuko Tanaka";"(Japanese, 1932-2005)";1932;2005;1;1;0;"Female";1965;1964;NA;NA;NA;333,4;NA;225,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1342";"Leda and the Swan";"Cy Twombly";"(American, 1928-2011)";1928;2011;1;0;1;"Male";1994;1962;NA;NA;NA;190,5;NA;200;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"1343";"The Four Seasons: Spring, Summer, Autumn, and Winter";"Cy Twombly";"(American, 1928-2011)";1928;2011;1;0;1;"Male";1994;1993;NA;NA;NA;313,7;NA;189,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1344";"Taku";"Takeo Yamaguchi";"(Japanese, 1902-1983)";1902;1983;1;0;1;"Male";1965;1961;NA;NA;NA;90,9;NA;90,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1345";"Untitled";"Cy Twombly";"(American, 1928-2011)";1928;2011;1;0;1;"Male";1994;1970;NA;NA;NA;404,8;NA;640,4;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"1346";"The Cathedral at Mantes";"Jean Ève";"(French, 1900-1968)";1900;1968;1;0;1;"Male";1951;1930;NA;NA;NA;46;NA;54,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1347";"Composition, I";"Salvatore Scarpitta";"(American, 1919-2007)";1919;2007;1;0;1;"Male";1959;1959;NA;NA;NA;116,2;NA;89,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1348";"The Campbells Are Coming";"John Kane";"(American, born Scotland. 1860-1934)";1860;1934;1;0;1;"Male";1969;1932;NA;NA;NA;50,8;NA;40,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1349";"Actor's Mask";"Paul Klee";"(German, born Switzerland. 1879-1940)";1879;1940;1;0;1;"Male";1969;1924;NA;NA;NA;36,7;NA;33,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1350";"Homage to the Square: White Monument";"Josef Albers";"(American, born Germany. 1888-1976)";1888;1976;1;0;1;"Male";1994;1951;NA;NA;NA;81,3;NA;81,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1351";"The Little Presser";"Mervin Jules";"(American, 1912-1994)";1912;1994;1;0;1;"Male";1943;1943;NA;NA;NA;29,2;NA;29,5;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1352";"Meeting Place";"Bryan Wynter";"(British, 1915-1981)";1915;1981;1;0;1;"Male";1959;1957;NA;NA;NA;142,2;NA;111,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1353";"In the Grass";"Paul Klee";"(German, born Switzerland. 1879-1940)";1879;1940;1;0;1;"Male";1969;1930;NA;NA;NA;42,1;NA;52,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1354";"Obsol";"James Brooks";"(American, 1906-1992)";1906;1992;1;0;1;"Male";1994;1964;NA;NA;NA;203,2;NA;188;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1355";"Still Life D";"Manoucher Yektai";"(American, born 1921)";1921;NA;1;0;1;"Male";1959;1959;NA;NA;NA;122,3;NA;172,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1356";"Blue Monochrome";"Yves Klein";"(French, 1928-1962)";1928;1962;1;0;1;"Male";1969;1961;NA;NA;NA;195,1;NA;140;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1357";"Picture with an Archer";"Vasily Kandinsky";"(French, born Russia. 1866-1944)";1866;1944;1;0;1;"Male";1959;1909;NA;NA;NA;175;NA;144,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1358";"Convergences";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1994;1976;NA;NA;NA;135,3;NA;356,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1359";"Le Gros";"Franz Kline";"(American, 1910-1962)";1910;1962;1;0;1;"Male";1969;1961;NA;NA;NA;105;NA;133,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1360";"Mondanite XXIV";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1994;1975;NA;NA;NA;67;NA;94,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1361";"Two Nudes";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1959;1906;NA;NA;NA;151,3;NA;93;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1362";"The Weeping Woman";"Raúl Anguiano";"(Mexican, 1915-2006)";1915;2006;1;0;1;"Male";1942;1942;NA;NA;NA;60;NA;75,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1363";"The Blue Doll";"Alton Pickens";"(American, 1917-1991)";1917;1991;1;0;1;"Male";1943;1942;NA;NA;NA;108,9;NA;88,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1364";"A Tree in Naples";"Willem de Kooning";"(American, born the Netherlands. 1904-1997)";1904;1997;1;0;1;"Male";1969;1960;NA;NA;NA;203,7;NA;178,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1365";"Harlequin (Self-Portrait)";"John D. Graham";"(American, born Ukraine. 1881-1961)";1881;1961;1;0;1;"Male";1973;1944;NA;NA;NA;61,2;NA;51,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1366";"Abode V (with Stairs and Numerous Rooms)";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1994;1966;NA;NA;NA;146,7;NA;114,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1367";"Bridge";"Fernand Léger";"(French, 1881-1955)";1881;1955;1;0;1;"Male";1967;1908;NA;NA;NA;92,7;NA;72,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1368";"The Violinist (Le Violoniste)";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1994;1944;NA;NA;NA;60,3;NA;73;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1369";"Random Site with 5 Personages from the Sites Aléatoires series";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1994;1982;NA;NA;NA;67,4;NA;99,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1370";"Slowly Toward the North";"Yves Tanguy";"(American, born France. 1900-1955)";1900;1955;1;0;1;"Male";1943;1942;NA;NA;NA;106,7;NA;91,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1371";"Gregory";"Billy Al Bengston";"(American, born 1934)";1934;NA;1;0;1;"Male";1965;1961;NA;NA;NA;122;NA;122;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1372";"Building Facades";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1994;1946;NA;NA;NA;131,4;NA;162,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1373";"Synchromy in Blue";"Stanton Macdonald-Wright";"(American, 1890-1973)";1890;1973;1;0;1;"Male";1967;1917;NA;NA;NA;66,4;NA;51,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1374";"Head of a Girl from the Assemblages d'empreintes series";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1994;1954;NA;NA;NA;28,6;NA;24,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1375";"Window at Vers";"André Derain";"(French, 1880-1954)";1880;1954;1;0;1;"Male";1939;1912;NA;NA;NA;130,8;NA;89,5;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1376";"The Palace of Curtains, III";"René Magritte";"(Belgian, 1898-1967)";1898;1967;1;0;1;"Male";1967;1928;NA;NA;NA;81,2;NA;116,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1377";"Solution of Continuity, 24";"Hisao Domoto";"(Japanese, 1928-2013)";1928;2013;1;0;1;"Male";1977;1964;NA;NA;NA;161,6;NA;129,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1378";"Chairman of the Board";"Helen Frankenthaler";"(American, 1928-2011)";1928;2011;1;1;0;"Female";1994;1971;NA;NA;NA;224,2;NA;493,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1379";"Monastery Farm, Rhode Island";"Lawrence Lebduska";"(American, 1894-1966)";1894;1966;1;0;1;"Male";1939;1936;NA;NA;NA;71,8;NA;96,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1380";"Item 34, 1964, Spiral IV";"Bruce Tippett";"(British, born 1933)";1933;NA;1;0;1;"Male";1965;1964;NA;10;NA;172;NA;172;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1381";"The Leaf of the Artichoke Is an Owl";"Arshile Gorky";"(American, born Armenia. 1904-1948)";1904;1948;1;0;1;"Male";1977;1944;NA;NA;NA;71,1;NA;91,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1382";"Echo of a Scream";"David Alfaro Siqueiros";"(Mexican, 1896-1974)";1896;1974;1;0;1;"Male";1939;1937;NA;NA;NA;121,9;NA;91,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1383";"Savanna";"Gonzalo Ariza";"(Colombian, 1912-1995)";1912;1995;1;0;1;"Male";1942;1942;NA;NA;NA;49,2;NA;48,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1384";"Tableau no. 2 / Composition no. V";"Piet Mondrian";"(Dutch, 1872-1944)";1872;1944;1;0;1;"Male";1967;1914;NA;NA;NA;54,8;NA;85,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1385";"The Mirror";"Fernand Léger";"(French, 1881-1955)";1881;1955;1;0;1;"Male";1994;1925;NA;NA;NA;129,5;NA;99,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1386";"Two Female Models in the Studio";"Philip Pearlstein";"(American, born 1924)";1924;NA;1;0;1;"Male";1973;1967;NA;NA;NA;127,3;NA;153,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1387";"Bowl of Fruit";"Henri Laurens";"(French, 1885-1954)";1885;1954;1;0;1;"Male";1977;1922;NA;NA;NA;36;NA;33,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1388";"Composition with Red and Blue";"Piet Mondrian";"(Dutch, 1872-1944)";1872;1944;1;0;1;"Male";1967;1933;NA;NA;NA;41,2;NA;33,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1389";"June Crossing";"Jean Messagier";"(French, 1920-1999)";1920;1999;1;0;1;"Male";1977;1956;NA;NA;NA;149,5;NA;193,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1390";"""Or The Mocked Mocker""";"Paul Klee";"(German, born Switzerland. 1879-1940)";1879;1940;1;0;1;"Male";1939;1930;NA;NA;NA;43,2;NA;52,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1391";"Composition in Yellow, Blue, and White, I";"Piet Mondrian";"(Dutch, 1872-1944)";1872;1944;1;0;1;"Male";1967;1937;NA;NA;NA;57,1;NA;55,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1392";"Composition in Red, Blue, and Yellow";"Piet Mondrian";"(Dutch, 1872-1944)";1872;1944;1;0;1;"Male";1967;1937;NA;NA;NA;60,3;NA;55,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1393";"Accident in the Air";"Anton Refregier";"(American, born Russia. 1905-1979)";1905;1979;1;0;1;"Male";1939;1939;NA;NA;NA;48,3;NA;58,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1394";"Glass, Guitar, and Bottle";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1967;1913;NA;NA;NA;65,4;NA;53,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1395";"The Balcony";"Cundo Bermúdez";"(Cuban, 1914-2008)";1914;2008;1;0;1;"Male";1942;1941;NA;NA;NA;73,7;NA;58,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1396";"Painter and Model";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1967;1928;NA;NA;NA;129,8;NA;163;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1397";"The Scream";"Nicholas Africano";"(American, born 1948)";1948;NA;1;0;1;"Male";1983;1976;NA;NA;NA;187,5;NA;209,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1398";"Peter Hunt's Antique Shop";"Edward C. (""Pa"") Hunt";"(American, 1870-1934)";1870;1934;1;0;1;"Male";1939;1930;NA;NA;NA;50,8;NA;76,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
